hour,day,month,weekday,is_holiday,temp,price_uzs,demand_kwh,prev_demand_kwh,produce
0,17,10,1,0,20.8,318.2,75.0,95.3,1
1,17,10,1,0,22.0,322.2,80.9,80.4,1
2,17,10,1,0,21.5,315.4,79.2,80.9,1
3,17,10,1,0,19.9,300,75.6,68.8,1
4,17,10,1,0,20.5,346.1,78.5,79.1,1
5,17,10,1,0,20.0,325.5,77.3,73.8,1
6,17,10,1,0,18.7,519.0,108.6,76.5,0
7,17,10,1,0,17.5,522.6,105.1,111.3,0
8,17,10,1,0,18.5,487.4,105.5,113.0,1
9,17,10,1,0,15.3,640.1,119.3,105.6,0
10,17,10,1,0,17.6,601.1,121.0,123.2,0
11,17,10,1,0,13.4,636.5,118.9,126.2,1
12,17,10,1,0,13.3,805.4,151.1,132.8,0
13,17,10,1,0,14.4,832.2,151.8,145.1,0
14,17,10,1,0,14.2,843.8,145.4,144.4,0
15,17,10,1,0,13.0,824.8,147.3,145.4,0
16,17,10,1,0,13.9,818.7,141.6,139.5,0
17,17,10,1,0,11.7,824.6,144.0,142.6,0
18,17,10,1,0,13.1,811.0,142.3,145.6,0
19,17,10,1,0,16.4,679.9,138.7,141.3,0
20,17,10,1,0,15.4,715.4,131.7,130.8,0
21,17,10,1,0,15.0,688.7,133.2,137.0,0
22,17,10,1,0,17.0,672.4,135.2,131.4,0
23,17,10,1,0,18.2,418.4,97.7,128.9,0
0,18,10,2,0,20.1,335.4,84.2,88.7,1
1,18,10,2,0,22.9,324.6,74.9,87.0,1
2,18,10,2,0,19.3,333.1,83.8,76.4,1
3,18,10,2,0,22.9,333.8,76.7,76.8,1
4,18,10,2,0,19.2,317.0,74.1,74.0,1
5,18,10,2,0,18.4,316.5,75.6,75.4,1
6,18,10,2,0,19.1,501.3,111.5,84.0,1
7,18,10,2,0,17.7,488.7,113.2,101.3,1
8,18,10,2,0,18.6,517.5,108.6,115.6,1
9,18,10,2,0,15.4,624.9,134.9,104.6,0
10,18,10,2,0,14.6,639.1,128.2,126.4,0
11,18,10,2,0,12.5,642.7,126.7,117.2,0
12,18,10,2,0,15.0,829.2,140.3,119.6,0
13,18,10,2,0,15.4,808.6,147.5,144.7,0
14,18,10,2,0,11.5,832.3,151.5,144.6,0
15,18,10,2,0,13.1,822.5,141.1,149.8,0
16,18,10,2,0,14.9,821.4,143.1,143.3,0
17,18,10,2,0,15.2,816.7,136.3,139.5,0
18,18,10,2,0,14.7,823.3,136.6,149.3,0
19,18,10,2,0,17.7,684.6,128.6,142.5,0
20,18,10,2,0,16.6,695.5,129.0,125.9,0
21,18,10,2,0,15.8,708.6,129.7,126.5,0
22,18,10,2,0,16.5,713.9,133.7,133.1,0
23,18,10,2,0,19.0,428.5,93.3,131.7,1
0,19,10,3,0,21.1,300,78.4,96.3,1
1,19,10,3,0,20.3,305.3,79.4,82.9,1
2,19,10,3,0,19.5,337.5,75.2,69.9,1
3,19,10,3,0,24.8,331.7,79.1,74.8,1
4,19,10,3,0,20.2,327.7,84.0,75.4,1
5,19,10,3,0,20.1,323.2,78.0,79.6,1
6,19,10,3,0,16.9,474.1,113.3,73.0,0
7,19,10,3,0,18.6,508.0,108.0,100.1,1
8,19,10,3,0,15.6,502.5,111.7,112.5,1
9,19,10,3,0,16.3,646.7,127.5,104.4,0
10,19,10,3,0,14.5,619.4,125.5,118.2,1
11,19,10,3,0,14.0,626.5,125.9,126.8,0
12,19,10,3,0,14.4,865.7,148.4,127.4,0
13,19,10,3,0,13.2,821.8,148.5,147.8,0
14,19,10,3,0,14.0,812.3,144.5,143.9,0
15,19,10,3,0,13.9,824.9,146.0,144.3,0
16,19,10,3,0,14.4,837.2,146.6,139.8,0
17,19,10,3,0,14.7,831.5,139.3,142.4,0
18,19,10,3,0,15.3,844.5,144.9,147.1,0
19,19,10,3,0,15.9,697.0,136.6,146.1,0
20,19,10,3,0,18.0,686.7,133.4,136.2,0
21,19,10,3,0,17.1,682.6,129.0,130.5,0
22,19,10,3,0,19.3,674.0,129.3,125.1,0
23,19,10,3,0,21.3,434.0,95.1,130.2,0
0,20,10,4,0,21.3,315.8,71.8,88.5,0
1,20,10,4,0,19.5,317.4,73.1,78.7,1
2,20,10,4,0,21.1,319.5,78.1,80.4,1
3,20,10,4,0,21.7,315.8,79.0,76.0,1
4,20,10,4,0,22.1,315.0,86.1,77.4,1
5,20,10,4,0,20.1,302.4,72.6,77.6,1
6,20,10,4,0,17.9,522.9,107.3,86.5,1
7,20,10,4,0,20.8,527.9,110.6,106.3,0
8,20,10,4,0,17.5,504.9,111.5,114.4,1
9,20,10,4,0,16.3,630.3,134.4,96.0,0
10,20,10,4,0,15.2,646.5,126.0,120.1,0
11,20,10,4,0,15.0,615.7,126.6,126.9,0
12,20,10,4,0,12.7,843.2,146.1,121.2,0
13,20,10,4,0,13.2,846.2,147.2,149.7,0
14,20,10,4,0,15.3,869.6,142.3,137.5,0
15,20,10,4,0,11.2,845.5,146.5,147.2,0
16,20,10,4,0,13.1,831.4,144.5,142.5,0
17,20,10,4,0,14.9,876.0,142.1,144.1,0
18,20,10,4,0,15.2,851.7,152.1,139.2,0
19,20,10,4,0,15.6,700.2,135.6,144.2,0
20,20,10,4,0,15.6,687.0,129.4,126.5,0
21,20,10,4,0,17.2,705.5,129.2,132.6,0
22,20,10,4,0,20.7,683.4,131.1,128.0,0
23,20,10,4,0,20.0,410.2,98.8,130.5,1
0,21,10,5,0,20.2,300,67.4,75.6,1
1,21,10,5,0,18.9,300,66.7,72.5,1
2,21,10,5,0,19.9,300,68.8,70.2,1
3,21,10,5,0,21.8,300,72.3,61.9,1
4,21,10,5,0,20.8,300,61.9,69.9,1
5,21,10,5,0,18.0,300,77.1,71.3,1
6,21,10,5,0,17.9,410.5,94.8,68.3,1
7,21,10,5,0,18.8,428.1,104.1,91.0,1
8,21,10,5,0,16.1,424.0,94.6,102.4,1
9,21,10,5,0,16.8,554.2,123.3,90.5,0
10,21,10,5,0,15.1,514.6,101.9,114.4,1
11,21,10,5,0,13.6,524.3,108.7,110.1,1
12,21,10,5,0,14.8,680.6,127.2,110.2,0
13,21,10,5,0,12.6,669.2,126.1,133.5,0
14,21,10,5,0,12.1,677.9,124.9,127.8,0
15,21,10,5,0,12.8,713.6,126.1,125.1,0
16,21,10,5,0,13.9,703.9,134.6,133.5,0
17,21,10,5,0,15.7,683.9,130.1,125.0,0
18,21,10,5,0,16.0,698.7,129.4,126.5,0
19,21,10,5,0,15.3,604.2,119.0,127.8,0
20,21,10,5,0,17.9,584.3,107.1,121.5,0
21,21,10,5,0,18.5,601.0,116.3,121.3,0
22,21,10,5,0,18.8,567.9,115.4,112.3,0
23,21,10,5,0,19.0,361.2,84.3,114.9,1
0,22,10,6,0,20.0,300,72.7,86.7,1
1,22,10,6,0,20.3,300,73.4,70.8,1
2,22,10,6,0,22.2,300,76.6,58.7,0
3,22,10,6,0,21.6,300,68.9,68.3,1
4,22,10,6,0,19.9,300,70.9,72.1,1
5,22,10,6,0,18.9,300,68.5,66.3,1
6,22,10,6,0,20.5,408.0,98.6,67.4,1
7,22,10,6,0,16.6,434.9,97.6,95.0,1
8,22,10,6,0,16.0,438.9,94.6,93.9,1
9,22,10,6,0,15.4,539.0,113.7,93.3,1
10,22,10,6,0,12.6,524.7,100.4,120.7,1
11,22,10,6,0,14.2,540.6,110.0,112.7,0
12,22,10,6,0,14.3,698.8,126.8,100.7,0
13,22,10,6,0,11.5,684.9,125.6,122.8,0
14,22,10,6,0,13.1,683.9,123.2,125.2,0
15,22,10,6,0,12.3,709.4,123.5,121.5,0
16,22,10,6,0,10.8,688.7,125.3,134.4,0
17,22,10,6,0,14.9,692.2,131.8,125.3,0
18,22,10,6,0,16.1,689.4,130.1,126.5,0
19,22,10,6,0,16.0,597.2,117.8,122.3,0
20,22,10,6,0,16.3,573.7,116.5,111.0,0
21,22,10,6,0,20.2,579.9,117.7,120.9,0
22,22,10,6,0,17.3,590.4,119.2,114.6,0
23,22,10,6,0,18.5,351.6,83.0,117.5,0
0,23,10,0,0,21.9,309.8,80.2,96.0,1
1,23,10,0,0,19.3,302.5,77.4,84.9,1
2,23,10,0,0,22.6,311.2,70.5,72.8,1
3,23,10,0,0,22.7,308.8,72.6,75.6,1
4,23,10,0,0,19.5,314.1,74.2,74.3,1
5,23,10,0,0,21.3,346.2,82.4,79.9,1
6,23,10,0,0,17.9,504.5,107.4,74.7,1
7,23,10,0,0,18.0,518.7,109.0,98.9,1
8,23,10,0,0,16.1,516.8,105.8,106.4,1
9,23,10,0,0,16.1,627.8,124.5,104.3,0
10,23,10,0,0,17.4,653.7,125.0,118.1,0
11,23,10,0,0,15.4,624.7,124.4,130.9,0
12,23,10,0,0,11.7,827.6,143.7,125.7,0
13,23,10,0,0,11.0,860.3,152.9,147.8,0
14,23,10,0,0,12.6,833.9,150.9,150.0,0
15,23,10,0,0,14.1,825.2,141.8,151.6,0
16,23,10,0,0,12.0,860.2,147.9,133.3,1
17,23,10,0,0,14.2,847.0,149.4,148.7,1
18,23,10,0,0,13.7,855.2,142.0,132.7,0
19,23,10,0,0,12.7,675.3,129.7,140.1,0
20,23,10,0,0,18.7,704.7,128.2,132.0,0
21,23,10,0,0,18.3,679.1,134.7,135.6,0
22,23,10,0,0,20.6,696.9,136.5,133.1,0
23,23,10,0,0,18.9,391.5,93.2,131.6,0
0,24,10,1,0,19.6,357.1,82.3,97.1,1
1,24,10,1,0,21.1,319.1,78.3,83.3,1
2,24,10,1,0,20.3,319.8,78.2,81.9,0
3,24,10,1,0,22.0,319.4,87.3,74.1,1
4,24,10,1,0,20.2,301.6,77.8,72.4,1
5,24,10,1,0,19.5,327.9,75.3,73.3,1
6,24,10,1,0,16.8,506.2,107.8,76.1,1
7,24,10,1,0,17.4,482.1,109.0,109.5,1
8,24,10,1,0,17.2,476.1,103.8,106.9,1
9,24,10,1,0,17.3,643.8,123.6,105.7,0
10,24,10,1,0,14.1,620.6,127.8,134.2,0
11,24,10,1,0,14.6,670.6,124.9,123.8,0
12,24,10,1,0,14.5,831.4,140.6,128.5,0
13,24,10,1,0,13.5,818.7,141.7,145.6,0
14,24,10,1,0,12.1,811.2,148.3,135.3,0
15,24,10,1,0,14.4,854.3,148.6,142.8,0
16,24,10,1,0,13.7,855.6,146.6,144.9,0
17,24,10,1,0,14.7,845.8,147.2,149.3,0
18,24,10,1,0,16.2,815.8,139.9,149.6,0
19,24,10,1,0,17.3,686.7,130.5,145.6,0
20,24,10,1,0,16.3,709.9,128.1,133.0,0
21,24,10,1,0,18.8,682.8,131.1,128.5,0
22,24,10,1,0,19.1,697.6,133.2,140.3,0
23,24,10,1,0,19.9,424.0,97.0,134.7,1
0,25,10,2,0,20.3,300,81.0,88.8,1
1,25,10,2,0,22.2,318.5,72.7,75.1,1
2,25,10,2,0,20.9,303.1,71.8,75.5,1
3,25,10,2,0,21.1,322.1,76.7,78.4,1
4,25,10,2,0,20.0,343.7,76.2,82.2,1
5,25,10,2,0,18.2,328.0,81.5,76.0,1
6,25,10,2,0,17.7,498.7,112.5,83.5,1
7,25,10,2,0,15.9,492.6,116.3,102.7,0
8,25,10,2,0,15.5,480.4,109.9,114.7,1
9,25,10,2,0,16.4,650.8,126.7,112.4,0
10,25,10,2,0,13.2,612.3,125.2,135.8,0
11,25,10,2,0,15.4,635.5,129.6,124.1,0
12,25,10,2,0,13.4,830.6,142.7,121.7,0
13,25,10,2,0,14.4,786.5,145.3,143.6,0
14,25,10,2,0,11.7,841.0,151.6,146.6,0
15,25,10,2,0,12.4,839.3,146.6,139.1,0
16,25,10,2,0,14.9,852.9,148.8,145.9,0
17,25,10,2,0,11.9,823.9,145.5,148.5,1
18,25,10,2,0,13.2,820.5,135.6,134.2,0
19,25,10,2,0,17.8,709.0,135.6,150.4,0
20,25,10,2,0,14.8,695.1,132.2,132.9,0
21,25,10,2,0,15.6,674.8,127.9,138.1,0
22,25,10,2,0,19.5,687.1,133.9,138.3,0
23,25,10,2,0,20.4,429.8,94.6,129.5,1
0,26,10,3,0,22.1,306.2,66.9,101.7,1
1,26,10,3,0,21.5,343.9,75.3,76.1,1
2,26,10,3,0,21.2,364.8,69.5,74.8,1
3,26,10,3,0,20.8,316.6,72.7,71.0,1
4,26,10,3,0,20.3,340.5,82.7,74.9,0
5,26,10,3,0,18.8,337.4,78.6,81.3,1
6,26,10,3,0,18.6,501.9,107.2,74.9,1
7,26,10,3,0,16.9,523.8,105.9,106.7,0
8,26,10,3,0,16.7,523.5,103.5,108.5,1
9,26,10,3,0,13.8,610.7,121.4,114.0,1
10,26,10,3,0,14.9,631.8,125.5,133.7,0
11,26,10,3,0,14.6,638.5,130.1,126.4,0
12,26,10,3,0,12.2,832.4,140.9,123.8,0
13,26,10,3,0,14.0,807.3,137.3,140.7,0
14,26,10,3,0,13.4,835.3,146.2,142.3,0
15,26,10,3,0,14.2,818.3,149.0,144.9,0
16,26,10,3,0,13.5,829.2,141.0,143.0,0
17,26,10,3,0,15.0,805.8,150.4,145.3,0
18,26,10,3,0,14.4,835.8,143.4,138.6,0
19,26,10,3,0,15.4,686.5,132.2,142.5,0
20,26,10,3,0,16.7,698.8,133.9,138.1,0
21,26,10,3,0,18.8,671.1,129.5,133.1,0
22,26,10,3,0,16.3,712.1,135.1,138.8,0
23,26,10,3,0,21.3,392.1,91.2,124.9,1
0,27,10,4,0,20.6,318.6,80.4,98.0,1
1,27,10,4,0,19.8,302.7,70.8,75.4,1
2,27,10,4,0,21.3,336.9,74.9,79.0,1
3,27,10,4,0,20.4,327.5,69.0,79.0,1
4,27,10,4,0,20.4,303.9,78.0,75.9,1
5,27,10,4,0,21.4,332.0,82.3,79.7,0
6,27,10,4,0,17.0,506.2,111.6,79.2,1
7,27,10,4,0,15.4,508.7,108.9,108.1,1
8,27,10,4,0,15.7,482.8,108.8,109.2,1
9,27,10,4,0,14.1,631.0,124.5,104.2,0
10,27,10,4,0,17.9,638.2,125.5,123.7,0
11,27,10,4,0,13.7,630.9,128.2,129.5,0
12,27,10,4,0,12.5,856.0,147.1,125.7,0
13,27,10,4,0,10.5,846.8,150.1,147.6,0
14,27,10,4,0,12.0,861.1,152.4,154.9,0
15,27,10,4,0,14.3,843.8,149.8,141.2,0
16,27,10,4,0,15.1,820.7,140.5,149.2,0
17,27,10,4,0,13.2,855.2,146.1,142.3,0
18,27,10,4,0,16.0,839.1,140.1,137.2,0
19,27,10,4,0,15.3,685.2,122.4,142.4,0
20,27,10,4,0,17.6,678.6,126.9,134.8,0
21,27,10,4,0,17.1,694.3,126.8,138.9,0
22,27,10,4,0,19.5,697.2,127.8,138.4,0
23,27,10,4,0,19.6,400.9,88.4,136.8,1
0,28,10,5,0,19.5,300,68.6,80.9,1
1,28,10,5,0,18.9,300,66.3,70.5,1
2,28,10,5,0,21.2,300,67.8,68.2,1
3,28,10,5,0,22.6,300,77.3,71.1,1
4,28,10,5,0,20.0,300,65.2,62.8,1
5,28,10,5,0,21.5,300,68.6,66.8,1
6,28,10,5,0,19.4,432.2,98.1,68.7,1
7,28,10,5,0,18.7,423.4,100.7,91.5,1
8,28,10,5,0,16.5,407.2,98.8,93.9,1
9,28,10,5,0,16.4,514.9,112.8,100.1,1
10,28,10,5,0,14.0,529.7,117.9,108.1,0
11,28,10,5,0,14.4,529.0,110.5,102.9,0
12,28,10,5,0,14.2,665.8,122.8,117.5,0
13,28,10,5,0,12.4,676.2,123.9,127.3,0
14,28,10,5,0,14.4,695.9,123.8,123.6,0
15,28,10,5,0,10.2,736.0,131.5,134.2,0
16,28,10,5,0,12.7,680.9,125.0,123.7,0
17,28,10,5,0,14.8,704.4,125.8,118.2,1
18,28,10,5,0,16.9,681.2,126.0,127.8,1
19,28,10,5,0,16.1,632.2,126.5,131.0,1
20,28,10,5,0,15.7,588.1,119.8,115.3,0
21,28,10,5,0,16.7,574.7,115.6,116.9,1
22,28,10,5,0,20.9,555.2,114.9,117.3,0
23,28,10,5,0,18.0,344.6,86.6,121.7,1
0,29,10,6,0,20.2,300,64.6,86.1,1
1,29,10,6,0,21.2,300,72.1,69.4,1
2,29,10,6,0,21.2,300,65.9,70.6,1
3,29,10,6,0,21.2,300,72.9,71.9,1
4,29,10,6,0,21.6,300,71.9,67.8,1
5,29,10,6,0,20.7,300,66.9,63.1,1
6,29,10,6,0,19.3,441.3,90.1,76.1,1
7,29,10,6,0,18.4,439.3,98.0,95.5,1
8,29,10,6,0,16.3,421.2,93.0,98.7,1
9,29,10,6,0,13.5,547.4,110.7,85.3,1
10,29,10,6,0,16.3,510.5,115.2,112.0,1
11,29,10,6,0,14.5,527.4,110.4,107.4,0
12,29,10,6,0,13.5,702.0,123.3,111.4,0
13,29,10,6,0,12.8,679.9,125.8,125.6,0
14,29,10,6,0,14.7,707.2,128.2,122.8,0
15,29,10,6,0,11.8,673.6,129.4,134.3,0
16,29,10,6,0,13.6,668.1,125.8,126.2,0
17,29,10,6,0,15.7,688.2,120.7,131.9,0
18,29,10,6,0,16.0,666.4,122.0,128.9,0
19,29,10,6,0,14.8,553.4,108.9,119.1,1
20,29,10,6,0,17.7,587.3,122.0,111.5,0
21,29,10,6,0,18.8,567.3,110.0,107.8,0
22,29,10,6,0,20.2,578.0,113.0,118.5,0
23,29,10,6,0,20.7,324.3,83.7,109.6,1
0,30,10,0,0,20.3,302.9,73.4,95.0,1
1,30,10,0,0,19.7,323.9,78.3,76.2,0
2,30,10,0,0,18.9,319.4,77.9,75.4,1
3,30,10,0,0,18.5,300,79.0,76.0,1
4,30,10,0,0,19.5,300,71.8,82.1,1
5,30,10,0,0,20.3,300,82.1,66.4,1
6,30,10,0,0,18.5,505.6,104.5,76.5,1
7,30,10,0,0,17.0,498.8,112.0,109.8,0
8,30,10,0,0,16.9,500.3,107.9,106.2,1
9,30,10,0,0,15.2,636.8,130.0,101.7,1
10,30,10,0,0,14.1,635.7,125.5,120.9,0
11,30,10,0,0,13.3,642.4,121.2,121.3,1
12,30,10,0,0,13.3,824.0,140.3,129.5,0
13,30,10,0,0,13.7,815.3,140.1,150.1,0
14,30,10,0,0,14.8,837.0,145.9,133.2,0
15,30,10,0,0,15.8,833.7,141.0,143.1,0
16,30,10,0,0,13.9,821.2,136.4,146.7,0
17,30,10,0,0,14.9,810.8,138.5,132.2,0
18,30,10,0,0,15.5,828.9,145.1,144.0,0
19,30,10,0,0,15.3,716.3,133.1,144.2,0
20,30,10,0,0,18.2,691.2,130.5,137.6,0
21,30,10,0,0,15.0,699.6,128.7,138.5,0
22,30,10,0,0,19.7,677.4,132.7,133.5,0
23,30,10,0,0,22.1,420.9,90.6,130.0,1
0,31,10,1,0,19.6,327.2,83.7,102.4,1
1,31,10,1,0,21.0,341.4,79.1,73.2,1
2,31,10,1,0,18.7,342.7,84.0,72.1,1
3,31,10,1,0,21.3,346.7,77.7,81.0,1
4,31,10,1,0,20.5,327.8,78.1,75.5,1
5,31,10,1,0,19.3,342.4,79.3,78.4,1
6,31,10,1,0,20.5,476.5,114.3,77.9,1
7,31,10,1,0,18.6,506.8,114.1,112.7,1
8,31,10,1,0,14.8,480.5,107.1,112.5,1
9,31,10,1,0,16.9,637.6,123.2,108.6,0
10,31,10,1,0,13.3,620.5,122.5,117.6,0
11,31,10,1,0,12.9,640.9,127.7,119.3,0
12,31,10,1,0,13.3,830.3,144.3,132.0,0
13,31,10,1,0,12.9,846.2,151.7,140.4,0
14,31,10,1,0,12.3,840.3,146.8,143.7,0
15,31,10,1,0,12.9,806.3,147.1,145.9,0
16,31,10,1,0,14.6,814.6,139.2,146.0,0
17,31,10,1,0,15.7,839.0,146.8,144.9,0
18,31,10,1,0,14.3,832.8,141.4,150.8,0
19,31,10,1,0,17.7,724.6,132.8,138.4,0
20,31,10,1,0,15.7,701.9,131.7,136.8,0
21,31,10,1,0,17.3,718.3,137.0,129.6,0
22,31,10,1,0,20.0,680.5,132.3,125.3,0
23,31,10,1,0,19.3,433.0,97.2,133.3,1
0,1,11,2,0,14.5,343.8,76.5,97.4,1
1,1,11,2,0,12.0,319.4,81.7,82.3,1
2,1,11,2,0,13.0,308.9,74.6,75.6,1
3,1,11,2,0,12.7,313.3,80.2,83.5,1
4,1,11,2,0,10.6,345.1,83.5,74.7,1
5,1,11,2,0,11.8,300,74.9,75.1,1
6,1,11,2,0,10.3,547.9,110.9,76.2,1
7,1,11,2,0,8.9,520.4,107.7,107.5,0
8,1,11,2,0,7.1,505.5,110.0,113.6,1
9,1,11,2,0,6.1,622.6,124.6,103.9,0
10,1,11,2,0,7.7,639.0,125.7,119.2,0
11,1,11,2,0,3.8,636.5,127.3,121.8,0
12,1,11,2,0,7.2,827.3,141.8,130.6,0
13,1,11,2,0,5.5,820.8,142.1,144.6,0
14,1,11,2,0,4.3,842.7,139.0,147.7,0
15,1,11,2,0,2.3,842.4,141.4,145.7,0
16,1,11,2,0,5.3,819.7,144.8,146.6,0
17,1,11,2,0,3.4,834.4,140.1,144.0,0
18,1,11,2,0,6.7,808.1,150.2,142.1,0
19,1,11,2,0,5.0,704.9,134.6,144.6,0
20,1,11,2,0,8.7,699.0,133.0,138.6,0
21,1,11,2,0,9.0,699.4,129.4,127.4,0
22,1,11,2,0,9.1,697.1,128.3,126.6,0
23,1,11,2,0,12.4,423.9,91.7,137.5,1
0,2,11,3,0,10.6,314.9,72.0,95.0,1
1,2,11,3,0,12.5,329.5,82.6,78.7,1
2,2,11,3,0,13.9,346.7,79.0,81.6,1
3,2,11,3,0,12.9,352.8,80.3,77.8,1
4,2,11,3,0,12.1,321.5,74.2,83.2,1
5,2,11,3,0,10.4,331.6,77.9,80.5,1
6,2,11,3,0,9.9,506.0,109.9,83.5,1
7,2,11,3,0,7.6,485.6,108.8,106.4,1
8,2,11,3,0,8.7,503.5,107.4,111.9,1
9,2,11,3,0,7.1,619.3,126.3,108.0,0
10,2,11,3,0,3.3,628.6,120.7,115.4,0
11,2,11,3,0,6.5,644.0,124.1,127.7,0
12,2,11,3,0,6.0,822.1,145.6,129.2,0
13,2,11,3,0,3.2,823.4,137.7,148.6,0
14,2,11,3,0,4.1,854.5,143.5,138.4,0
15,2,11,3,0,4.5,849.4,146.2,145.1,0
16,2,11,3,0,5.1,842.0,142.7,141.9,0
17,2,11,3,0,4.3,854.9,144.6,140.8,1
18,2,11,3,0,6.7,808.9,139.0,136.8,0
19,2,11,3,0,8.0,680.6,136.1,150.1,0
20,2,11,3,0,7.8,708.7,140.3,126.4,0
21,2,11,3,0,9.7,689.7,136.3,136.8,0
22,2,11,3,0,9.7,715.6,128.1,128.2,0
23,2,11,3,0,10.5,420.8,91.8,136.7,1
0,3,11,4,0,8.6,351.4,79.2,103.3,1
1,3,11,4,0,13.6,313.2,77.8,83.4,1
2,3,11,4,0,10.6,326.0,77.2,77.4,1
3,3,11,4,0,11.2,316.3,77.3,72.6,1
4,3,11,4,0,10.5,317.7,79.6,74.0,1
5,3,11,4,0,9.4,306.3,77.5,79.6,1
6,3,11,4,0,9.2,460.7,108.0,79.7,1
7,3,11,4,0,8.6,470.4,103.2,103.2,0
8,3,11,4,0,6.8,481.1,109.1,107.4,1
9,3,11,4,0,6.8,648.4,128.8,107.2,0
10,3,11,4,0,7.6,681.5,125.9,131.0,0
11,3,11,4,0,4.4,649.3,126.7,127.6,0
12,3,11,4,0,2.1,835.4,145.1,114.7,0
13,3,11,4,0,5.0,812.0,150.1,135.7,0
14,3,11,4,0,2.0,851.7,146.4,145.3,0
15,3,11,4,0,4.4,836.4,149.4,144.0,0
16,3,11,4,0,6.0,819.8,137.0,147.6,0
17,3,11,4,0,6.3,859.4,137.1,146.3,0
18,3,11,4,0,5.3,822.8,137.9,141.5,0
19,3,11,4,0,6.7,697.4,137.9,138.5,0
20,3,11,4,0,7.6,680.9,137.1,127.5,0
21,3,11,4,0,7.0,722.1,132.7,128.4,0
22,3,11,4,0,9.8,695.2,128.2,136.0,0
23,3,11,4,0,9.5,430.5,94.6,133.5,1
0,4,11,5,0,10.1,300,69.5,74.2,1
1,4,11,5,0,13.3,300,63.6,71.9,1
2,4,11,5,0,9.8,300,64.7,72.6,1
3,4,11,5,0,11.3,300,72.9,62.3,1
4,4,11,5,0,11.4,300,67.8,77.5,1
5,4,11,5,0,12.4,300,68.7,68.7,1
6,4,11,5,0,10.5,417.3,101.6,65.9,1
7,4,11,5,0,8.2,426.5,99.9,98.5,1
8,4,11,5,0,10.3,421.4,100.2,95.3,1
9,4,11,5,0,6.2,508.2,113.2,95.1,1
10,4,11,5,0,7.8,532.2,111.0,96.7,0
11,4,11,5,0,3.2,528.2,107.1,112.2,0
12,4,11,5,0,4.3,689.7,127.4,114.8,0
13,4,11,5,0,4.1,719.9,121.4,128.3,1
14,4,11,5,0,4.7,702.9,120.3,131.5,0
15,4,11,5,0,6.8,683.6,130.7,128.2,0
16,4,11,5,0,7.1,695.6,134.7,128.3,0
17,4,11,5,0,3.9,669.4,120.8,120.8,0
18,4,11,5,0,3.3,717.8,135.2,125.8,0
19,4,11,5,0,7.7,593.6,114.9,120.6,0
20,4,11,5,0,10.3,565.5,117.0,118.7,1
21,4,11,5,0,8.8,561.0,126.0,121.4,0
22,4,11,5,0,9.4,605.4,115.9,120.9,0
23,4,11,5,0,10.1,351.9,88.4,118.6,1
0,5,11,6,0,13.2,300,68.0,81.7,1
1,5,11,6,0,11.9,300,70.6,70.8,1
2,5,11,6,0,12.3,300,68.5,74.4,1
3,5,11,6,0,12.9,310.3,64.4,61.3,1
4,5,11,6,0,13.6,300,67.1,65.9,1
5,5,11,6,0,12.4,300,64.3,65.9,0
6,5,11,6,0,11.0,416.5,97.4,65.5,1
7,5,11,6,0,11.3,401.2,92.2,92.9,1
8,5,11,6,0,9.5,420.6,97.8,97.7,1
9,5,11,6,0,7.0,518.8,111.1,91.7,1
10,5,11,6,0,5.4,513.6,105.7,109.6,0
11,5,11,6,0,5.8,495.1,107.4,107.8,1
12,5,11,6,0,4.3,683.9,124.3,119.7,0
13,5,11,6,0,4.6,666.2,115.1,126.5,0
14,5,11,6,0,3.1,689.3,123.3,122.5,0
15,5,11,6,0,2.8,695.4,131.1,128.0,0
16,5,11,6,0,6.6,668.2,125.3,129.2,0
17,5,11,6,0,6.2,687.5,122.0,127.9,0
18,5,11,6,0,7.9,674.1,125.7,131.8,0
19,5,11,6,0,6.9,582.6,117.8,122.2,1
20,5,11,6,0,8.1,595.5,116.0,113.2,1
21,5,11,6,0,10.5,552.5,122.3,118.9,0
22,5,11,6,0,10.1,575.9,115.9,112.1,0
23,5,11,6,0,11.8,333.1,83.3,116.2,1
0,6,11,0,0,11.1,316.7,87.3,89.4,1
1,6,11,0,0,10.0,324.6,76.6,78.7,1
2,6,11,0,0,12.5,323.9,79.5,81.8,1
3,6,11,0,0,12.1,358.5,74.2,84.5,1
4,6,11,0,0,10.6,326.4,80.0,68.0,1
5,6,11,0,0,11.1,310.5,79.7,75.7,1
6,6,11,0,0,9.5,501.1,102.6,77.6,1
7,6,11,0,0,8.2,514.4,111.2,108.1,1
8,6,11,0,0,9.7,507.8,107.5,103.8,0
9,6,11,0,0,6.4,651.1,127.7,111.3,0
10,6,11,0,0,6.6,606.0,124.4,125.6,0
11,6,11,0,0,6.8,635.6,130.8,132.4,0
12,6,11,0,0,6.5,819.3,144.6,132.8,0
13,6,11,0,0,3.0,829.5,142.5,139.6,0
14,6,11,0,0,3.3,851.0,144.8,145.5,0
15,6,11,0,0,5.0,833.8,151.2,143.5,0
16,6,11,0,0,3.8,849.4,147.6,142.6,0
17,6,11,0,0,3.1,845.2,141.4,136.9,0
18,6,11,0,0,6.6,837.6,147.7,149.0,0
19,6,11,0,0,8.0,707.9,130.9,134.3,0
20,6,11,0,0,7.6,714.0,131.4,137.1,0
